, 距离（米） ,showName,建成年代,楼栋数, 总户数 , 成交均价（元） , 在售均价（元） ,在售套数,纬度,经度,详情页链接,地图链接,rentTotal,1室房租均价
5011000014530," 5,757 ",九亭明珠苑（公寓）,2006.0,54.0," 1,146 "," 30,995 "," 43,138 ",32.0,31.139232,121.339371,http://m.sh.lianjia.com/xiaoqu/5011000014530.html,"http://m.sh.lianjia.com/map/pos?pos=121.339371,31.139232",13.0,
5011000014531," 3,076 ",宝南小区,1998.0,31.0, 362 ," 35,078 "," 53,340 ",3.0,31.15333146,121.3614454,http://m.sh.lianjia.com/xiaoqu/5011000014531.html,"http://m.sh.lianjia.com/map/pos?pos=121.3614454,31.15333146",2.0,
5011000014555," 3,962 ",伊犁苑,1996.0,7.0, 84 ," 59,653 "," 72,041 ",2.0,31.195404,121.410318,http://m.sh.lianjia.com/xiaoqu/5011000014555.html,"http://m.sh.lianjia.com/map/pos?pos=121.410318,31.195404",1.0,
5011000014556," 5,839 ",宋家滩小区,1990.0,48.0," 1,108 "," 63,744 "," 63,662 ",10.0,31.227426,121.406461,http://m.sh.lianjia.com/xiaoqu/5011000014556.html,"http://m.sh.lianjia.com/map/pos?pos=121.406461,31.227426",3.0,
5011000014566," 1,613 ",宝北小区,1993.0,46.0, 967 ," 46,627 "," 60,545 ",8.0,31.19436902,121.37778,http://m.sh.lianjia.com/xiaoqu/5011000014566.html,"http://m.sh.lianjia.com/map/pos?pos=121.37778,31.19436902",2.0,
5011000014585," 4,811 ",南方新村,1996.0,186.0," 2,283 "," 58,307 "," 62,931 ",28.0,31.140495,121.404966,http://m.sh.lianjia.com/xiaoqu/5011000014585.html,"http://m.sh.lianjia.com/map/pos?pos=121.404966,31.140495",30.0,
5011000014587," 3,849 ",半岛豪门（公寓）,2007.0,24.0, 159 ," 54,135 "," 68,814 ",2.0,31.141384,121.387948,http://m.sh.lianjia.com/xiaoqu/5011000014587.html,"http://m.sh.lianjia.com/map/pos?pos=121.387948,31.141384",9.0,
5011000014593," 5,433 ",花苑村丁香园,1994.0,110.0," 1,473 "," 59,284 "," 65,239 ",20.0,31.152353,121.421277,http://m.sh.lianjia.com/xiaoqu/5011000014593.html,"http://m.sh.lianjia.com/map/pos?pos=121.421277,31.152353",13.0,
5011000014602," 3,661 ",新乐小区,1999.0,31.0, 419 ," 54,157 "," 62,828 ",4.0,31.21258649,121.3893845,http://m.sh.lianjia.com/xiaoqu/5011000014602.html,"http://m.sh.lianjia.com/map/pos?pos=121.3893845,31.21258649",7.0,
5011000014643," 2,403 ",田图苑,2000.0,33.0, 350 , -   ," 51,928 ",3.0,31.18728534,121.3576195,http://m.sh.lianjia.com/xiaoqu/5011000014643.html,"http://m.sh.lianjia.com/map/pos?pos=121.3576195,31.18728534",1.0,
5011000014673," 4,355 ",万科城花新园,2014.0,95.0," 1,559 "," 63,624 "," 70,299 ",35.0,31.161766,121.341204,http://m.sh.lianjia.com/xiaoqu/5011000014673.html,"http://m.sh.lianjia.com/map/pos?pos=121.341204,31.161766",23.0,
5011000014675," 2,737 ",欣源公寓,1995.0,46.0, 548 ," 46,148 "," 48,227 ",8.0,31.16621317,121.3555074,http://m.sh.lianjia.com/xiaoqu/5011000014675.html,"http://m.sh.lianjia.com/map/pos?pos=121.3555074,31.16621317",11.0,
5011000014685," 1,352 ",宏明雅舍,1995.0,33.0, 396 ," 51,278 "," 53,359 ",7.0,31.16492153,121.3757421,http://m.sh.lianjia.com/xiaoqu/5011000014685.html,"http://m.sh.lianjia.com/map/pos?pos=121.3757421,31.16492153",10.0,
5011000014701," 1,993 ",三佳花苑,1996.0,79.0," 1,382 "," 60,498 "," 67,714 ",9.0,31.161756,121.367676,http://m.sh.lianjia.com/xiaoqu/5011000014701.html,"http://m.sh.lianjia.com/map/pos?pos=121.367676,31.161756",24.0,
5011000014748," 4,410 ",万科荷花苑,2002.0,99.0, 99 ," 44,687 "," 65,868 ",1.0,31.160996,121.340957,http://m.sh.lianjia.com/xiaoqu/5011000014748.html,"http://m.sh.lianjia.com/map/pos?pos=121.340957,31.160996",,
5011000014766," 3,883 ",虹园六村,1996.0,61.0, 986 ," 50,556 "," 60,741 ",11.0,31.21678202,121.3735623,http://m.sh.lianjia.com/xiaoqu/5011000014766.html,"http://m.sh.lianjia.com/map/pos?pos=121.3735623,31.21678202",6.0,
5011000014780," 4,345 ",芙二小区,1992.0,43.0, 798 ," 58,206 "," 70,790 ",6.0,31.21384827,121.4004879,http://m.sh.lianjia.com/xiaoqu/5011000014780.html,"http://m.sh.lianjia.com/map/pos?pos=121.4004879,31.21384827",6.0,
5011000014790," 3,906 ",仙霞别墅,1992.0,42.0, 624 ," 67,787 "," 62,609 ",4.0,31.213848,121.392448,http://m.sh.lianjia.com/xiaoqu/5011000014790.html,"http://m.sh.lianjia.com/map/pos?pos=121.392448,31.213848",3.0,
5011000014798," 6,145 ",宁定大楼,1992.0,1.0, 152 ," 53,461 "," 74,954 ",2.0,31.222034,121.417042,http://m.sh.lianjia.com/xiaoqu/5011000014798.html,"http://m.sh.lianjia.com/map/pos?pos=121.417042,31.222034",1.0,
5011000014803," 3,305 ",协虹苑,2000.0,13.0, 156 ," 56,442 "," 58,797 ",1.0,31.20846487,121.3656948,http://m.sh.lianjia.com/xiaoqu/5011000014803.html,"http://m.sh.lianjia.com/map/pos?pos=121.3656948,31.20846487",,
5011000014808," 3,265 ",荣华西道99弄,1994.0,8.0, 168 ," 54,085 "," 73,219 ",7.0,31.200177,121.399838,http://m.sh.lianjia.com/xiaoqu/5011000014808.html,"http://m.sh.lianjia.com/map/pos?pos=121.399838,31.200177",6.0,
5011000014858," 3,108 ",万兆家园（三期）,2003.0,29.0, 335 ," 36,496 "," 58,691 ",3.0,31.15855338,121.3559918,http://m.sh.lianjia.com/xiaoqu/5011000014858.html,"http://m.sh.lianjia.com/map/pos?pos=121.3559918,31.15855338",3.0,
5011000014875," 3,418 ",佳宝二村,1994.0,29.0, 481 ," 50,695 "," 56,133 ",9.0,31.160744,121.351161,http://m.sh.lianjia.com/xiaoqu/5011000014875.html,"http://m.sh.lianjia.com/map/pos?pos=121.351161,31.160744",4.0,
5011000014880," 4,319 ",莲花公寓（闵行）,2000.0,119.0," 1,379 "," 55,237 "," 57,227 ",31.0,31.148781,121.406562,http://m.sh.lianjia.com/xiaoqu/5011000014880.html,"http://m.sh.lianjia.com/map/pos?pos=121.406562,31.148781",25.0,
5011000014889, 793 ,龙柏四季花园,2004.0,19.0, 422 ," 47,167 "," 74,352 ",1.0,31.183702,121.372632,http://m.sh.lianjia.com/xiaoqu/5011000014889.html,"http://m.sh.lianjia.com/map/pos?pos=121.372632,31.183702",4.0,
5011000014919," 5,467 ",宁锦小区,1998.0,14.0, 319 ," 67,348 "," 72,543 ",4.0,31.22223914,121.407364,http://m.sh.lianjia.com/xiaoqu/5011000014919.html,"http://m.sh.lianjia.com/map/pos?pos=121.407364,31.22223914",4.0,
5011000014928," 3,571 ",帝豪苑,2007.0,6.0, 53 ," 69,500 "," 95,488 ",1.0,31.213827,121.380593,http://m.sh.lianjia.com/xiaoqu/5011000014928.html,"http://m.sh.lianjia.com/map/pos?pos=121.380593,31.213827",2.0,
5011000014929," 4,140 ",天申小区,1999.0,43.0, 494 ," 60,338 "," 65,567 ",3.0,31.21909869,121.3839183,http://m.sh.lianjia.com/xiaoqu/5011000014929.html,"http://m.sh.lianjia.com/map/pos?pos=121.3839183,31.21909869",7.0,
5011000014930," 5,262 ",新风小区,1990.0,51.0," 1,041 "," 64,631 "," 74,452 ",6.0,31.21978036,121.4072249,http://m.sh.lianjia.com/xiaoqu/5011000014930.html,"http://m.sh.lianjia.com/map/pos?pos=121.4072249,31.21978036",3.0,
5011000014932," 3,567 ",富丽公寓（西区）,1994.0,32.0, 408 ," 42,864 "," 56,288 ",8.0,31.144964,121.366191,http://m.sh.lianjia.com/xiaoqu/5011000014932.html,"http://m.sh.lianjia.com/map/pos?pos=121.366191,31.144964",5.0,
5011000014943," 4,168 ",桂平路277弄,2001.0,14.0, 204 ," 64,956 "," 67,177 ",2.0,31.164467,121.413614,http://m.sh.lianjia.com/xiaoqu/5011000014943.html,"http://m.sh.lianjia.com/map/pos?pos=121.413614,31.164467",2.0,
5011000014956," 2,453 ",宝仪花苑,1998.0,66.0, 717 ," 58,839 "," 66,981 ",12.0,31.15566317,121.369135,http://m.sh.lianjia.com/xiaoqu/5011000014956.html,"http://m.sh.lianjia.com/map/pos?pos=121.369135,31.15566317",19.0,
5011000014965," 4,879 ",兰桂坊,2001.0,14.0, 162 ," 69,108 "," 86,734 ",1.0,31.187282,121.421443,http://m.sh.lianjia.com/xiaoqu/5011000014965.html,"http://m.sh.lianjia.com/map/pos?pos=121.421443,31.187282",,
5011000014967," 4,201 ",新安小区,1994.0,33.0, 610 ," 65,690 "," 74,667 ",6.0,31.216775,121.393075,http://m.sh.lianjia.com/xiaoqu/5011000014967.html,"http://m.sh.lianjia.com/map/pos?pos=121.393075,31.216775",9.0,
5011000014969," 4,752 ",新泾七村,1995.0,157.0," 2,571 "," 68,240 "," 66,382 ",16.0,31.22485231,121.3694236,http://m.sh.lianjia.com/xiaoqu/5011000014969.html,"http://m.sh.lianjia.com/map/pos?pos=121.3694236,31.22485231",16.0,
5011000014970," 3,466 ",郁庭峰,2002.0,22.0, 410 ," 49,281 "," 66,820 ",5.0,31.211459,121.368861,http://m.sh.lianjia.com/xiaoqu/5011000014970.html,"http://m.sh.lianjia.com/map/pos?pos=121.368861,31.211459",5.0,
5011000014972," 4,683 ",平阳绿家园,2002.0,114.0," 1,252 "," 56,166 "," 60,723 ",26.0,31.136644,121.397409,http://m.sh.lianjia.com/xiaoqu/5011000014972.html,"http://m.sh.lianjia.com/map/pos?pos=121.397409,31.136644",16.0,
5011000014986," 4,634 ",衡辰公寓,2007.0,5.0, 378 ," 66,689 "," 91,029 ",5.0,31.22092,121.394274,http://m.sh.lianjia.com/xiaoqu/5011000014986.html,"http://m.sh.lianjia.com/map/pos?pos=121.394274,31.22092",8.0,
5011000014990," 3,605 ",虹纺小区,1991.0,58.0," 1,302 "," 64,011 "," 73,117 ",14.0,31.20866705,121.3954408,http://m.sh.lianjia.com/xiaoqu/5011000014990.html,"http://m.sh.lianjia.com/map/pos?pos=121.3954408,31.20866705",4.0,
5011000015003, 759 ,金汇花园三街坊先锋公寓,1999.0,55.0, 660 ," 59,499 "," 65,503 ",2.0,31.185836,121.377746,http://m.sh.lianjia.com/xiaoqu/5011000015003.html,"http://m.sh.lianjia.com/map/pos?pos=121.377746,31.185836",8.0,
5011000015018," 4,752 ",虹桥城市花园（公寓）,2002.0,26.0, 507 ," 71,318 "," 88,577 ",8.0,31.198333,121.417005,http://m.sh.lianjia.com/xiaoqu/5011000015018.html,"http://m.sh.lianjia.com/map/pos?pos=121.417005,31.198333",6.0,
5011000015024," 4,669 ",金桂苑（徐汇）,1996.0,6.0, 856 ," 63,318 "," 62,272 ",13.0,31.168911,121.419442,http://m.sh.lianjia.com/xiaoqu/5011000015024.html,"http://m.sh.lianjia.com/map/pos?pos=121.419442,31.168911",9.0,
5011000015030," 4,421 ",望族新城,2004.0,34.0, 837 ," 63,065 "," 70,647 ",6.0,31.152585,121.41059,http://m.sh.lianjia.com/xiaoqu/5011000015030.html,"http://m.sh.lianjia.com/map/pos?pos=121.41059,31.152585",9.0,
5011000015034," 1,642 ",嘉利豪园,2003.0,19.0, 588 ," 56,253 "," 70,972 ",11.0,31.194189,121.374292,http://m.sh.lianjia.com/xiaoqu/5011000015034.html,"http://m.sh.lianjia.com/map/pos?pos=121.374292,31.194189",13.0,
5011000015078," 5,518 ",中紫小区,1997.0,21.0," 1,253 "," 64,300 "," 74,561 ",15.0,31.213191,121.416671,http://m.sh.lianjia.com/xiaoqu/5011000015078.html,"http://m.sh.lianjia.com/map/pos?pos=121.416671,31.213191",12.0,
5011000015083," 2,291 ",富宏花园（别墅）,2004.0,78.0, 78 ," 78,603 "," 80,071 ",1.0,31.190496,121.395458,http://m.sh.lianjia.com/xiaoqu/5011000015083.html,"http://m.sh.lianjia.com/map/pos?pos=121.395458,31.190496",1.0,
5011000015093," 4,636 ",杜家宅小区,1986.0,41.0, 804 ," 73,207 "," 72,128 ",11.0,31.216757,121.401321,http://m.sh.lianjia.com/xiaoqu/5011000015093.html,"http://m.sh.lianjia.com/map/pos?pos=121.401321,31.216757",5.0,
5011000015097," 4,757 ",古北公寓,1995.0,2.0, 64 ," 61,937 "," 65,559 ",3.0,31.21293858,121.407439,http://m.sh.lianjia.com/xiaoqu/5011000015097.html,"http://m.sh.lianjia.com/map/pos?pos=121.407439,31.21293858",2.0,
5011000015116," 5,583 ",虹桥府邸,2008.0,4.0, 206 ," 72,974 "," 82,214 ",4.0,31.206274,121.421744,http://m.sh.lianjia.com/xiaoqu/5011000015116.html,"http://m.sh.lianjia.com/map/pos?pos=121.421744,31.206274",2.0,
5011000015132," 2,989 ",西郊花园别墅,1993.0,88.0, 88 ," 105,421 "," 123,268 ",3.0,31.19985782,121.3966274,http://m.sh.lianjia.com/xiaoqu/5011000015132.html,"http://m.sh.lianjia.com/map/pos?pos=121.3966274,31.19985782",,
5011000015145," 4,496 ",玫瑰园,1994.0,105.0, 105 ," 73,462 "," 93,025 ",7.0,31.16012,121.415264,http://m.sh.lianjia.com/xiaoqu/5011000015145.html,"http://m.sh.lianjia.com/map/pos?pos=121.415264,31.16012",2.0,
5011000015147," 3,364 ",西郊华庭,1998.0,85.0, 332 ," 77,474 "," 82,181 ",5.0,31.206961,121.393788,http://m.sh.lianjia.com/xiaoqu/5011000015147.html,"http://m.sh.lianjia.com/map/pos?pos=121.393788,31.206961",13.0,
5011000015148," 6,231 ",莲花新苑,2004.0,5.0, 80 ," 45,863 "," 66,075 ",1.0,31.130317,121.414063,http://m.sh.lianjia.com/xiaoqu/5011000015148.html,"http://m.sh.lianjia.com/map/pos?pos=121.414063,31.130317",2.0,
5011000015150," 6,064 ",森陇家园,2006.0,6.0, 173 , -   ," 70,533 ",4.0,31.14267699,121.4225045,http://m.sh.lianjia.com/xiaoqu/5011000015150.html,"http://m.sh.lianjia.com/map/pos?pos=121.4225045,31.14267699",2.0,
5011000015155," 5,937 ",望族苑,2002.0,51.0," 1,191 "," 49,638 "," 60,049 ",22.0,31.134704,121.414557,http://m.sh.lianjia.com/xiaoqu/5011000015155.html,"http://m.sh.lianjia.com/map/pos?pos=121.414557,31.134704",16.0,
5011000015170," 4,399 ",五洲大厦,2001.0,5.0, 144 ," 64,901 "," 56,386 ",1.0,31.215743,121.398762,http://m.sh.lianjia.com/xiaoqu/5011000015170.html,"http://m.sh.lianjia.com/map/pos?pos=121.398762,31.215743",,
5011000015174," 5,239 ",奥林匹克花园,2010.0,337.0," 5,309 "," 46,629 "," 48,881 ",169.0,31.15272248,121.3362569,http://m.sh.lianjia.com/xiaoqu/5011000015174.html,"http://m.sh.lianjia.com/map/pos?pos=121.3362569,31.15272248",101.0,
5011000015176," 3,650 ",新时代花园,2004.0,128.0," 1,616 "," 62,628 "," 62,390 ",21.0,31.146849,121.394786,http://m.sh.lianjia.com/xiaoqu/5011000015176.html,"http://m.sh.lianjia.com/map/pos?pos=121.394786,31.146849",20.0,
5011000015209," 6,477 ",虹桥世家花园（公寓）,2000.0,6.0, 263 ," 70,011 "," 67,955 ",7.0,31.22578,121.417845,http://m.sh.lianjia.com/xiaoqu/5011000015209.html,"http://m.sh.lianjia.com/map/pos?pos=121.417845,31.22578",4.0,
5011000015221," 5,115 ",联鑫虹桥苑,2007.0,14.0, 233 ," 81,985 "," 68,919 ",1.0,31.207132,121.416228,http://m.sh.lianjia.com/xiaoqu/5011000015221.html,"http://m.sh.lianjia.com/map/pos?pos=121.416228,31.207132",2.0,
5011000015238," 4,383 ",平阳新村四街坊,1998.0,170.0," 1,927 "," 56,680 "," 56,412 ",22.0,31.139601,121.396666,http://m.sh.lianjia.com/xiaoqu/5011000015238.html,"http://m.sh.lianjia.com/map/pos?pos=121.396666,31.139601",20.0,
5011000015241," 3,785 ",仙霞大郡,2001.0,116.0," 1,390 "," 53,418 "," 60,196 ",12.0,31.215937,121.381009,http://m.sh.lianjia.com/xiaoqu/5011000015241.html,"http://m.sh.lianjia.com/map/pos?pos=121.381009,31.215937",17.0,
5011000015244," 5,285 ",安顺小区,1992.0,15.0, 345 ," 67,199 "," 71,782 ",2.0,31.206093,121.418684,http://m.sh.lianjia.com/xiaoqu/5011000015244.html,"http://m.sh.lianjia.com/map/pos?pos=121.418684,31.206093",2.0,
5011000015250," 3,235 ",荣华西道19弄,1994.0,8.0, 155 ," 55,086 "," 65,462 ",3.0,31.199664,121.399894,http://m.sh.lianjia.com/xiaoqu/5011000015250.html,"http://m.sh.lianjia.com/map/pos?pos=121.399894,31.199664",6.0,
5011000015259," 6,134 ",清宁小区,1993.0,26.0, 605 ," 65,517 "," 65,881 ",6.0,31.22558313,121.4133113,http://m.sh.lianjia.com/xiaoqu/5011000015259.html,"http://m.sh.lianjia.com/map/pos?pos=121.4133113,31.22558313",7.0,
5011000015260," 4,127 ",东航明珠公寓,1998.0,2.0, 288 ," 62,819 "," 70,152 ",2.0,31.197195,121.41118,http://m.sh.lianjia.com/xiaoqu/5011000015260.html,"http://m.sh.lianjia.com/map/pos?pos=121.41118,31.197195",15.0,
5011000015267," 5,412 ",长宁锦城公寓,1995.0,1.0, 127 , -   ," 73,740 ",2.0,31.20284429,121.421674,http://m.sh.lianjia.com/xiaoqu/5011000015267.html,"http://m.sh.lianjia.com/map/pos?pos=121.421674,31.20284429",4.0,
5011000015280," 6,679 ",宁康小区,1990.0,28.0, 608 ," 55,555 "," 71,066 ",2.0,31.226395,121.419932,http://m.sh.lianjia.com/xiaoqu/5011000015280.html,"http://m.sh.lianjia.com/map/pos?pos=121.419932,31.226395",17.0,
5011000015294," 4,201 ",绿园一村,1998.0,92.0," 1,516 "," 60,016 "," 59,339 ",22.0,31.218302,121.366368,http://m.sh.lianjia.com/xiaoqu/5011000015294.html,"http://m.sh.lianjia.com/map/pos?pos=121.366368,31.218302",8.0,
5011000015332," 2,698 ",西郊明苑别墅,2013.0,219.0, 219 ," 132,772 "," 167,526 ",12.0,31.203691,121.385994,http://m.sh.lianjia.com/xiaoqu/5011000015332.html,"http://m.sh.lianjia.com/map/pos?pos=121.385994,31.203691",2.0,
5011000015336," 5,297 ",联建新村（长宁）,1993.0,52.0," 1,024 "," 67,324 "," 76,645 ",7.0,31.211599,121.415263,http://m.sh.lianjia.com/xiaoqu/5011000015336.html,"http://m.sh.lianjia.com/map/pos?pos=121.415263,31.211599",7.0,
5011000015337," 3,500 ",皇都花园（公寓）,2010.0,28.0," 1,334 "," 67,916 "," 73,462 ",49.0,31.143427,121.374592,http://m.sh.lianjia.com/xiaoqu/5011000015337.html,"http://m.sh.lianjia.com/map/pos?pos=121.374592,31.143427",27.0,
5011000015338," 1,986 ",虹桥高登花园,1994.0,11.0, 121 , -   ," 55,572 ",3.0,31.19075713,121.3638402,http://m.sh.lianjia.com/xiaoqu/5011000015338.html,"http://m.sh.lianjia.com/map/pos?pos=121.3638402,31.19075713",,
5011000015341," 2,015 ",虹桥汇秀苑,2005.0,6.0, 159 ," 46,569 "," 76,541 ",2.0,31.191313,121.391801,http://m.sh.lianjia.com/xiaoqu/5011000015341.html,"http://m.sh.lianjia.com/map/pos?pos=121.391801,31.191313",4.0,
5011000015342," 5,262 ",莲浦花苑,1999.0,55.0, 722 ," 49,634 "," 56,343 ",10.0,31.13259,121.401645,http://m.sh.lianjia.com/xiaoqu/5011000015342.html,"http://m.sh.lianjia.com/map/pos?pos=121.401645,31.13259",7.0,
5011000015371," 5,924 ",上海花城,2001.0,41.0," 1,104 "," 74,944 "," 75,679 ",12.0,31.225286,121.41059,http://m.sh.lianjia.com/xiaoqu/5011000015371.html,"http://m.sh.lianjia.com/map/pos?pos=121.41059,31.225286",13.0,
5011000015381," 2,180 ",华光花园,2000.0,93.0," 1,113 "," 75,517 "," 59,308 ",31.0,31.19355628,121.3919644,http://m.sh.lianjia.com/xiaoqu/5011000015381.html,"http://m.sh.lianjia.com/map/pos?pos=121.3919644,31.19355628",19.0,
5011000015382," 2,161 ",静安新城（一区）,2002.0,46.0, 870 ," 47,272 "," 60,997 ",16.0,31.16329,121.392039,http://m.sh.lianjia.com/xiaoqu/5011000015382.html,"http://m.sh.lianjia.com/map/pos?pos=121.392039,31.16329",12.0,
5011000015389," 5,330 ",花苑村梅花园,1993.0,14.0, 336 ," 61,499 "," 65,700 ",4.0,31.155748,121.421787,http://m.sh.lianjia.com/xiaoqu/5011000015389.html,"http://m.sh.lianjia.com/map/pos?pos=121.421787,31.155748",5.0,
5011000015391," 4,170 ",大千美墅,2002.0,76.0, 103 ," 33,806 "," 59,667 ",2.0,31.16648005,121.3414884,http://m.sh.lianjia.com/xiaoqu/5011000015391.html,"http://m.sh.lianjia.com/map/pos?pos=121.3414884,31.16648005",,
5011000015394," 5,679 ",梅陇一村,2003.0,123.0," 1,658 "," 57,091 "," 54,232 ",19.0,31.14417728,121.4191609,http://m.sh.lianjia.com/xiaoqu/5011000015394.html,"http://m.sh.lianjia.com/map/pos?pos=121.4191609,31.14417728",15.0,
5011000015398," 1,887 ",奥森公寓,1999.0,4.0, 332 ," 55,882 "," 41,559 ",6.0,31.19493,121.38587,http://m.sh.lianjia.com/xiaoqu/5011000015398.html,"http://m.sh.lianjia.com/map/pos?pos=121.38587,31.19493",2.0,
5011000015408," 4,635 ",芳秀公寓,1998.0,2.0, 213 ," 56,808 "," 69,142 ",2.0,31.21841,121.39888,http://m.sh.lianjia.com/xiaoqu/5011000015408.html,"http://m.sh.lianjia.com/map/pos?pos=121.39888,31.21841",2.0,
5011000015450," 3,459 ",古美小区,1996.0,169.0," 3,267 "," 62,042 "," 61,650 ",30.0,31.160694,121.404954,http://m.sh.lianjia.com/xiaoqu/5011000015450.html,"http://m.sh.lianjia.com/map/pos?pos=121.404954,31.160694",20.0,
5011000015455," 3,278 ",宝石公寓,1993.0,24.0, 236 ," 54,013 "," 74,569 ",7.0,31.201165,121.399159,http://m.sh.lianjia.com/xiaoqu/5011000015455.html,"http://m.sh.lianjia.com/map/pos?pos=121.399159,31.201165",7.0,
5011000015492," 5,248 ",虹一小区,1985.0,39.0, 855 ," 64,497 "," 72,287 ",12.0,31.20357535,121.4196421,http://m.sh.lianjia.com/xiaoqu/5011000015492.html,"http://m.sh.lianjia.com/map/pos?pos=121.4196421,31.20357535",3.0,
5011000015494," 4,557 ",新泾八村,2000.0,26.0, 862 ," 57,953 "," 61,601 ",15.0,31.22290371,121.3696453,http://m.sh.lianjia.com/xiaoqu/5011000015494.html,"http://m.sh.lianjia.com/map/pos?pos=121.3696453,31.22290371",7.0,
5011000015498," 1,747 ",皇朝别墅,2009.0,79.0, 194 ," 56,131 "," 75,913 ",16.0,31.193476,121.370088,http://m.sh.lianjia.com/xiaoqu/5011000015498.html,"http://m.sh.lianjia.com/map/pos?pos=121.370088,31.193476",7.0,
5011000015515," 4,394 ",虹景家苑,2001.0,10.0, 254 ," 58,882 "," 81,939 ",4.0,31.209971,121.405489,http://m.sh.lianjia.com/xiaoqu/5011000015515.html,"http://m.sh.lianjia.com/map/pos?pos=121.405489,31.209971",2.0,
5011000015529," 4,598 ",海逸公寓,2005.0,28.0, 688 ," 81,300 "," 84,308 ",14.0,31.222103,121.390404,http://m.sh.lianjia.com/xiaoqu/5011000015529.html,"http://m.sh.lianjia.com/map/pos?pos=121.390404,31.222103",9.0,
5011000015533," 4,722 ",新宁小区,1995.0,18.0, 406 ," 53,935 "," 64,772 ",5.0,31.22470866,121.3855078,http://m.sh.lianjia.com/xiaoqu/5011000015533.html,"http://m.sh.lianjia.com/map/pos?pos=121.3855078,31.22470866",6.0,
5011000015543," 4,845 ",华利公寓,1997.0,5.0," 1,279 "," 60,522 "," 60,177 ",9.0,31.185087,121.421464,http://m.sh.lianjia.com/xiaoqu/5011000015543.html,"http://m.sh.lianjia.com/map/pos?pos=121.421464,31.185087",7.0,
5011000015544," 4,536 ",河风丽景,2007.0,32.0," 1,521 "," 72,553 "," 73,467 ",17.0,31.222778,121.385691,http://m.sh.lianjia.com/xiaoqu/5011000015544.html,"http://m.sh.lianjia.com/map/pos?pos=121.385691,31.222778",38.0,
5011000015555," 4,958 ",仁恒河滨花园,2006.0,27.0," 1,667 "," 83,719 "," 94,328 ",27.0,31.220979,121.400698,http://m.sh.lianjia.com/xiaoqu/5011000015555.html,"http://m.sh.lianjia.com/map/pos?pos=121.400698,31.220979",34.0,
5011000015562," 3,455 ",美丽华花园（公寓）,1996.0,4.0, 430 ," 61,687 "," 65,071 ",8.0,31.203691,121.399094,http://m.sh.lianjia.com/xiaoqu/5011000015562.html,"http://m.sh.lianjia.com/map/pos?pos=121.399094,31.203691",4.0,
5011000015573," 5,235 ",上海诗林（别墅）,2004.0,259.0, 259 ," 31,507 "," 42,333 ",5.0,31.14054673,121.344827,http://m.sh.lianjia.com/xiaoqu/5011000015573.html,"http://m.sh.lianjia.com/map/pos?pos=121.344827,31.14054673",1.0,
5011000015607," 3,689 ",福泉苑,2001.0,24.0, 288 ," 33,191 "," 62,604 ",1.0,31.21307065,121.3668081,http://m.sh.lianjia.com/xiaoqu/5011000015607.html,"http://m.sh.lianjia.com/map/pos?pos=121.3668081,31.21307065",2.0,
5011000015630," 6,605 ",虹德苑,2000.0,23.0, 278 ," 84,959 "," 85,754 ",3.0,31.225724,121.419593,http://m.sh.lianjia.com/xiaoqu/5011000015630.html,"http://m.sh.lianjia.com/map/pos?pos=121.419593,31.225724",11.0,
5011000015641," 4,681 ",明欣公寓,1998.0,6.0, 88 , -   ," 65,013 ",2.0,31.22439539,121.3849444,http://m.sh.lianjia.com/xiaoqu/5011000015641.html,"http://m.sh.lianjia.com/map/pos?pos=121.3849444,31.22439539",,
5011000015676," 2,480 ",虹延小区,1999.0,29.0, 425 ," 60,054 "," 71,956 ",14.0,31.197457,121.392113,http://m.sh.lianjia.com/xiaoqu/5011000015676.html,"http://m.sh.lianjia.com/map/pos?pos=121.392113,31.197457",13.0,
5011000015684," 3,418 ",创世纪别墅,2000.0,46.0, 46 ," 120,885 "," 120,776 ",2.0,31.211762,121.383939,http://m.sh.lianjia.com/xiaoqu/5011000015684.html,"http://m.sh.lianjia.com/map/pos?pos=121.383939,31.211762",,
5011000015690," 3,741 ",华梅花苑,2000.0,96.0," 1,071 "," 59,968 "," 60,226 ",16.0,31.160574,121.407833,http://m.sh.lianjia.com/xiaoqu/5011000015690.html,"http://m.sh.lianjia.com/map/pos?pos=121.407833,31.160574",12.0,
5011000015693," 3,929 ",圣陶沙花园（别墅）,2011.0,706.0, 706 ," 61,046 "," 66,934 ",5.0,31.138964,121.378566,http://m.sh.lianjia.com/xiaoqu/5011000015693.html,"http://m.sh.lianjia.com/map/pos?pos=121.378566,31.138964",,
5011000015703," 4,510 ",古北中央花园,2007.0,16.0, 250 ," 69,468 "," 97,640 ",4.0,31.201533,121.412965,http://m.sh.lianjia.com/xiaoqu/5011000015703.html,"http://m.sh.lianjia.com/map/pos?pos=121.412965,31.201533",8.0,
5011000015708," 2,649 ",虹桥高尔夫别墅,2003.0,249.0, 249 ," 55,548 "," 71,369 ",9.0,31.194322,121.396999,http://m.sh.lianjia.com/xiaoqu/5011000015708.html,"http://m.sh.lianjia.com/map/pos?pos=121.396999,31.194322",8.0,
5011000015722," 4,939 ",月季园（徐汇）,1993.0,70.0, 804 ," 57,856 "," 64,015 ",12.0,31.15613,121.418007,http://m.sh.lianjia.com/xiaoqu/5011000015722.html,"http://m.sh.lianjia.com/map/pos?pos=121.418007,31.15613",12.0,
