, 距离（米） ,showName,建成年代,楼栋数, 总户数 , 成交均价（元） , 在售均价（元） ,在售套数,纬度,经度,详情页链接,地图链接,rentTotal,1室房租均价
5011000010071," 3,948 ",古北大成公馆,2013.0,13.0, 382 ," 85,373 "," 100,223 ",9.0,31.194333,121.410629,http://m.sh.lianjia.com/xiaoqu/5011000010071.html,"http://m.sh.lianjia.com/map/pos?pos=121.410629,31.194333",7.0,
5011000010181," 4,202 ",万科优诗美地,2000.0,81.0," 1,073 "," 54,718 "," 61,267 ",8.0,31.16217974,121.3425596,http://m.sh.lianjia.com/xiaoqu/5011000010181.html,"http://m.sh.lianjia.com/map/pos?pos=121.3425596,31.16217974",21.0,
5011000010217," 5,102 ",金梅公寓,1995.0,1.0, 96 ," 46,170 "," 53,291 ",1.0,31.149664,121.416276,http://m.sh.lianjia.com/xiaoqu/5011000010217.html,"http://m.sh.lianjia.com/map/pos?pos=121.416276,31.149664",2.0,
5011000010242," 2,599 ",东兰世茗雅苑,2005.0,49.0, 716 ," 63,897 "," 64,103 ",7.0,31.154984,121.388402,http://m.sh.lianjia.com/xiaoqu/5011000010242.html,"http://m.sh.lianjia.com/map/pos?pos=121.388402,31.154984",19.0,
5011000010249, 367 ,龙柏井亭公寓,2010.0,17.0, 268 ," 41,470 "," 70,767 ",2.0,31.178092,121.374526,http://m.sh.lianjia.com/xiaoqu/5011000010249.html,"http://m.sh.lianjia.com/map/pos?pos=121.374526,31.178092",7.0,
5011000010264," 3,673 ",万源城逸郡,2008.0,23.0, 731 ," 74,970 "," 81,557 ",11.0,31.15264,121.401794,http://m.sh.lianjia.com/xiaoqu/5011000010264.html,"http://m.sh.lianjia.com/map/pos?pos=121.401794,31.15264",11.0,
5011000010379," 4,438 ",天蒲小区,1996.0,29.0, 529 ," 63,703 "," 63,305 ",1.0,31.22249879,121.3808834,http://m.sh.lianjia.com/xiaoqu/5011000010379.html,"http://m.sh.lianjia.com/map/pos?pos=121.3808834,31.22249879",4.0,
5011000010412," 4,519 ",星丰苑,1998.0,143.0," 1,676 "," 44,682 "," 46,554 ",25.0,31.133999,121.38621,http://m.sh.lianjia.com/xiaoqu/5011000010412.html,"http://m.sh.lianjia.com/map/pos?pos=121.38621,31.133999",11.0,
5011000010429," 4,800 ",古美五村,1996.0,46.0, 600 ," 57,356 "," 62,623 ",4.0,31.15225,121.41454,http://m.sh.lianjia.com/xiaoqu/5011000010429.html,"http://m.sh.lianjia.com/map/pos?pos=121.41454,31.15225",5.0,
5011000010445," 3,112 ",景博新园,2003.0,7.0, 84 , -   ," 99,262 ",2.0,31.209312,121.376284,http://m.sh.lianjia.com/xiaoqu/5011000010445.html,"http://m.sh.lianjia.com/map/pos?pos=121.376284,31.209312",3.0,
5011000010457," 2,074 ",上航新村,1989.0,16.0, 203 , -   ," 51,828 ",1.0,31.190429,121.362595,http://m.sh.lianjia.com/xiaoqu/5011000010457.html,"http://m.sh.lianjia.com/map/pos?pos=121.362595,31.190429",,
5011000010584," 2,273 ",虹桥紫京苑（公寓）,2002.0,12.0, 202 ," 57,987 "," 62,019 ",6.0,31.191771,121.394457,http://m.sh.lianjia.com/xiaoqu/5011000010584.html,"http://m.sh.lianjia.com/map/pos?pos=121.394457,31.191771",5.0,
5011000010595," 3,786 ",惠明苑,2008.0,28.0, 627 ," 41,441 "," 49,089 ",4.0,31.151697,121.353312,http://m.sh.lianjia.com/xiaoqu/5011000010595.html,"http://m.sh.lianjia.com/map/pos?pos=121.353312,31.151697",12.0,
5011000010603," 4,849 ",金钟小区,1996.0,43.0, 627 ," 54,734 "," 58,147 ",5.0,31.22600959,121.3703005,http://m.sh.lianjia.com/xiaoqu/5011000010603.html,"http://m.sh.lianjia.com/map/pos?pos=121.3703005,31.22600959",3.0,
5011000010630," 4,833 ",古北大楼,1997.0,1.0, 157 ," 41,064 "," 80,179 ",2.0,31.21459538,121.4068123,http://m.sh.lianjia.com/xiaoqu/5011000010630.html,"http://m.sh.lianjia.com/map/pos?pos=121.4068123,31.21459538",1.0,
5011000010651, 613 ,金悦公寓,2000.0,11.0, 122 ," 54,482 "," 54,420 ",2.0,31.182345,121.373713,http://m.sh.lianjia.com/xiaoqu/5011000010651.html,"http://m.sh.lianjia.com/map/pos?pos=121.373713,31.182345",,
5011000010662," 4,823 ",杜鹃园,1992.0,85.0," 1,152 "," 71,656 "," 75,214 ",13.0,31.162296,121.419233,http://m.sh.lianjia.com/xiaoqu/5011000010662.html,"http://m.sh.lianjia.com/map/pos?pos=121.419233,31.162296",8.0,
5011000010664," 5,048 ",花苑村紫竹园,1991.0,50.0, 992 ," 68,223 "," 72,679 ",15.0,31.159204,121.420359,http://m.sh.lianjia.com/xiaoqu/5011000010664.html,"http://m.sh.lianjia.com/map/pos?pos=121.420359,31.159204",13.0,
5011000010676," 3,305 ",新虹园,2002.0,15.0, 174 ," 66,350 "," 70,555 ",2.0,31.21127868,121.3770447,http://m.sh.lianjia.com/xiaoqu/5011000010676.html,"http://m.sh.lianjia.com/map/pos?pos=121.3770447,31.21127868",3.0,
5011000010814," 2,643 ",北顾小区,2004.0,33.0, 360 , -   ," 73,995 ",4.0,31.20461763,121.3763273,http://m.sh.lianjia.com/xiaoqu/5011000010814.html,"http://m.sh.lianjia.com/map/pos?pos=121.3763273,31.20461763",1.0,
5011000010824," 3,264 ",王金更小区,2000.0,41.0, 411 ," 71,193 "," 69,623 ",2.0,31.21088174,121.3778312,http://m.sh.lianjia.com/xiaoqu/5011000010824.html,"http://m.sh.lianjia.com/map/pos?pos=121.3778312,31.21088174",4.0,
5011000010825," 5,516 ",天义小区,1986.0,42.0, 925 ," 61,024 "," 71,432 ",4.0,31.21845662,121.412181,http://m.sh.lianjia.com/xiaoqu/5011000010825.html,"http://m.sh.lianjia.com/map/pos?pos=121.412181,31.21845662",1.0,
5011000010830," 4,748 ",古美八村,1997.0,84.0," 1,334 "," 62,668 "," 59,461 ",15.0,31.14474,121.408441,http://m.sh.lianjia.com/xiaoqu/5011000010830.html,"http://m.sh.lianjia.com/map/pos?pos=121.408441,31.14474",30.0,
5011000010841," 3,666 ",万源城御溪（别墅）,2008.0,64.0, 64 ," 128,955 "," 106,500 ",4.0,31.150192,121.399316,http://m.sh.lianjia.com/xiaoqu/5011000010841.html,"http://m.sh.lianjia.com/map/pos?pos=121.399316,31.150192",1.0,
5011000010845, 799 ,锦绣江南（五期）（别墅）,2011.0,168.0, 168 ," 75,942 "," 94,680 ",2.0,31.171698,121.373686,http://m.sh.lianjia.com/xiaoqu/5011000010845.html,"http://m.sh.lianjia.com/map/pos?pos=121.373686,31.171698",,
5011000010846, 776 ,锦绣江南（四期）,2005.0,41.0, 972 ," 72,644 "," 76,855 ",23.0,31.174319,121.383943,http://m.sh.lianjia.com/xiaoqu/5011000010846.html,"http://m.sh.lianjia.com/map/pos?pos=121.383943,31.174319",21.0,
5011000010847, 880 ,锦绣江南（三期）（别墅）,2005.0,61.0, 62 , -   ," 115,410 ",1.0,31.176684,121.385729,http://m.sh.lianjia.com/xiaoqu/5011000010847.html,"http://m.sh.lianjia.com/map/pos?pos=121.385729,31.176684",,
5011000010848, 730 ,锦绣江南（一期）,2002.0,60.0, 840 ," 67,511 "," 67,176 ",14.0,31.180361,121.384205,http://m.sh.lianjia.com/xiaoqu/5011000010848.html,"http://m.sh.lianjia.com/map/pos?pos=121.384205,31.180361",13.0,
5011000010851," 5,905 ",海德公寓,2001.0,44.0, 524 ," 19,734 "," 41,618 ",8.0,31.13586869,121.3404717,http://m.sh.lianjia.com/xiaoqu/5011000010851.html,"http://m.sh.lianjia.com/map/pos?pos=121.3404717,31.13586869",6.0,
5011000010859," 5,048 ",古美十村,1998.0,39.0, 500 ," 51,559 "," 59,248 ",7.0,31.14856,121.414973,http://m.sh.lianjia.com/xiaoqu/5011000010859.html,"http://m.sh.lianjia.com/map/pos?pos=121.414973,31.14856",5.0,
5011000010862," 5,022 ",广厦公寓,2000.0,1.0, 289 ," 36,025 "," 71,956 ",1.0,31.1862778,121.4229242,http://m.sh.lianjia.com/xiaoqu/5011000010862.html,"http://m.sh.lianjia.com/map/pos?pos=121.4229242,31.1862778",2.0,
5011000010939," 4,688 ",晶杰苑,2012.0,21.0, 990 ," 71,203 "," 74,192 ",4.0,31.138934,121.401074,http://m.sh.lianjia.com/xiaoqu/5011000010939.html,"http://m.sh.lianjia.com/map/pos?pos=121.401074,31.138934",14.0,
5011000010941," 4,024 ",仙城小区,1994.0,24.0, 315 ," 57,556 "," 67,918 ",7.0,31.21147951,121.3984778,http://m.sh.lianjia.com/xiaoqu/5011000010941.html,"http://m.sh.lianjia.com/map/pos?pos=121.3984778,31.21147951",1.0,
5011000010945," 4,838 ",剑河家苑,2013.0,33.0," 1,808 ", -   ," 75,324 ",1.0,31.226507,121.374837,http://m.sh.lianjia.com/xiaoqu/5011000010945.html,"http://m.sh.lianjia.com/map/pos?pos=121.374837,31.226507",24.0,
5011000010947," 4,799 ",广顺小区,1998.0,37.0, 444 ," 53,983 "," 56,042 ",5.0,31.22185438,121.3596455,http://m.sh.lianjia.com/xiaoqu/5011000010947.html,"http://m.sh.lianjia.com/map/pos?pos=121.3596455,31.22185438",4.0,
5011000010971," 4,286 ",欣园新邨,1994.0,47.0, 535 ," 67,686 "," 68,378 ",1.0,31.163576,121.414464,http://m.sh.lianjia.com/xiaoqu/5011000010971.html,"http://m.sh.lianjia.com/map/pos?pos=121.414464,31.163576",1.0,
5011000010974," 4,202 ",万科桂馨苑,2003.0,11.0, 110 ," 36,550 "," 63,702 ",2.0,31.16217974,121.3425596,http://m.sh.lianjia.com/xiaoqu/5011000010974.html,"http://m.sh.lianjia.com/map/pos?pos=121.3425596,31.16217974",1.0,
5011000010983," 1,924 ",复泰景苑,2004.0,3.0, 36 , -   ," 59,067 ",1.0,31.176585,121.360427,http://m.sh.lianjia.com/xiaoqu/5011000010983.html,"http://m.sh.lianjia.com/map/pos?pos=121.360427,31.176585",,
5011000011001," 6,130 ",益健小区,1996.0,13.0, 256 ," 56,390 "," 69,978 ",4.0,31.2250215,121.4138702,http://m.sh.lianjia.com/xiaoqu/5011000011001.html,"http://m.sh.lianjia.com/map/pos?pos=121.4138702,31.2250215",4.0,
5011000011033," 3,175 ",平吉二村,1998.0,179.0," 2,167 "," 47,975 "," 52,432 ",15.0,31.149045,121.389194,http://m.sh.lianjia.com/xiaoqu/5011000011033.html,"http://m.sh.lianjia.com/map/pos?pos=121.389194,31.149045",28.0,
5011000011056," 4,206 ",桂平小区,1996.0,116.0," 1,403 "," 63,428 "," 68,517 ",18.0,31.165243,121.414225,http://m.sh.lianjia.com/xiaoqu/5011000011056.html,"http://m.sh.lianjia.com/map/pos?pos=121.414225,31.165243",9.0,
5011000011126," 2,358 ",蒲汇新村,1995.0,67.0, 848 ," 69,823 "," 71,604 ",6.0,31.161882,121.362424,http://m.sh.lianjia.com/xiaoqu/5011000011126.html,"http://m.sh.lianjia.com/map/pos?pos=121.362424,31.161882",12.0,
5011000011129," 6,320 ",良隆园,2002.0,44.0, 487 ," 44,488 "," 41,527 ",16.0,31.134569,121.336325,http://m.sh.lianjia.com/xiaoqu/5011000011129.html,"http://m.sh.lianjia.com/map/pos?pos=121.336325,31.134569",10.0,
5011000011166," 3,723 ",竞衡古北88大厦,1997.0,1.0, 80 ," 70,101 "," 92,970 ",4.0,31.202211,121.403755,http://m.sh.lianjia.com/xiaoqu/5011000011166.html,"http://m.sh.lianjia.com/map/pos?pos=121.403755,31.202211",,
5011000011188," 4,439 ",桂梅别墅桃源清水居,2000.0,40.0, 40 , -   ," 87,264 ",1.0,31.16236005,121.415543,http://m.sh.lianjia.com/xiaoqu/5011000011188.html,"http://m.sh.lianjia.com/map/pos?pos=121.415543,31.16236005",1.0,
5011000011226," 1,466 ",顺安公寓,1995.0,1.0, 18 ," 25,028 "," 53,380 ",1.0,31.19268725,121.3801371,http://m.sh.lianjia.com/xiaoqu/5011000011226.html,"http://m.sh.lianjia.com/map/pos?pos=121.3801371,31.19268725",,
5011000011228," 2,221 ",张泾小区,2000.0,88.0, 980 ," 61,026 "," 62,836 ",5.0,31.200451,121.377672,http://m.sh.lianjia.com/xiaoqu/5011000011228.html,"http://m.sh.lianjia.com/map/pos?pos=121.377672,31.200451",10.0,
5011000011230, 505 ,金虹桥井亭苑,2007.0,132.0," 1,583 "," 63,894 "," 68,034 ",8.0,31.173195,121.377732,http://m.sh.lianjia.com/xiaoqu/5011000011230.html,"http://m.sh.lianjia.com/map/pos?pos=121.377732,31.173195",50.0,
5011000011253," 4,783 ",古美四村,1998.0,80.0," 1,014 "," 52,602 "," 58,339 ",6.0,31.147683,121.4113,http://m.sh.lianjia.com/xiaoqu/5011000011253.html,"http://m.sh.lianjia.com/map/pos?pos=121.4113,31.147683",8.0,
5011000011267," 2,358 ",舒兴小区,1994.0,38.0, 483 ," 39,677 "," 48,453 ",3.0,31.188172,121.358409,http://m.sh.lianjia.com/xiaoqu/5011000011267.html,"http://m.sh.lianjia.com/map/pos?pos=121.358409,31.188172",4.0,
5011000011329," 4,070 ",万源城尚郡,2012.0,25.0," 1,888 "," 83,783 "," 88,532 ",32.0,31.149729,121.404264,http://m.sh.lianjia.com/xiaoqu/5011000011329.html,"http://m.sh.lianjia.com/map/pos?pos=121.404264,31.149729",37.0,
5011000011339," 3,271 ",同济华城,2006.0,9.0, 369 ," 64,085 "," 72,145 ",8.0,31.164942,121.405028,http://m.sh.lianjia.com/xiaoqu/5011000011339.html,"http://m.sh.lianjia.com/map/pos?pos=121.405028,31.164942",4.0,
5011000011568," 4,794 ",虹桥城市花园（别墅）,2000.0,24.0, 24 , -   ," 135,038 ",1.0,31.199127,121.417083,http://m.sh.lianjia.com/xiaoqu/5011000011568.html,"http://m.sh.lianjia.com/map/pos?pos=121.417083,31.199127",2.0,
5011000011583," 2,369 ",虹梅路2669弄,1998.0,17.0, 332 ," 47,716 "," 57,283 ",3.0,31.182446,121.399047,http://m.sh.lianjia.com/xiaoqu/5011000011583.html,"http://m.sh.lianjia.com/map/pos?pos=121.399047,31.182446",4.0,
5011000011725," 6,346 ",沪亭苑,1999.0,23.0, 276 ," 35,267 "," 38,432 ",2.0,31.13794765,121.3332867,http://m.sh.lianjia.com/xiaoqu/5011000011725.html,"http://m.sh.lianjia.com/map/pos?pos=121.3332867,31.13794765",5.0,
5011000011926," 4,633 ",钦江大楼,1997.0,1.0, 174 ," 63,555 "," 62,702 ",1.0,31.18293161,121.4197568,http://m.sh.lianjia.com/xiaoqu/5011000011926.html,"http://m.sh.lianjia.com/map/pos?pos=121.4197568,31.18293161",,
5011000011942," 6,581 ",共建小区,1993.0,28.0, 277 ," 31,958 "," 40,714 ",2.0,31.227458,121.338143,http://m.sh.lianjia.com/xiaoqu/5011000011942.html,"http://m.sh.lianjia.com/map/pos?pos=121.338143,31.227458",,
5011000011982," 5,079 ",天悦小区,1980.0,21.0, 473 ," 76,374 "," 88,910 ",7.0,31.214115,121.410547,http://m.sh.lianjia.com/xiaoqu/5011000011982.html,"http://m.sh.lianjia.com/map/pos?pos=121.410547,31.214115",1.0,
5011000012002," 6,326 ",上陇新村,1994.0,77.0," 1,057 "," 50,470 "," 52,756 ",13.0,31.136844,121.421344,http://m.sh.lianjia.com/xiaoqu/5011000012002.html,"http://m.sh.lianjia.com/map/pos?pos=121.421344,31.136844",2.0,
5011000012012," 2,999 ",园艺新村,1997.0,67.0, 864 ," 56,194 "," 54,205 ",10.0,31.152008,121.364651,http://m.sh.lianjia.com/xiaoqu/5011000012012.html,"http://m.sh.lianjia.com/map/pos?pos=121.364651,31.152008",8.0,
5011000012037," 3,250 ",世纪虹苑（公寓）,2008.0,5.0, 32 , -   ," 121,336 ",1.0,31.20334736,121.3966146,http://m.sh.lianjia.com/xiaoqu/5011000012037.html,"http://m.sh.lianjia.com/map/pos?pos=121.3966146,31.20334736",1.0,
5011000012038," 3,366 ",锦苑小区（长宁）,1992.0,23.0, 601 ," 65,346 "," 71,267 ",6.0,31.2061626,121.3949519,http://m.sh.lianjia.com/xiaoqu/5011000012038.html,"http://m.sh.lianjia.com/map/pos?pos=121.3949519,31.2061626",9.0,
5011000012048," 2,344 ",王满小区,1988.0,28.0, 449 ," 55,045 "," 59,688 ",5.0,31.20165375,121.3767765,http://m.sh.lianjia.com/xiaoqu/5011000012048.html,"http://m.sh.lianjia.com/map/pos?pos=121.3767765,31.20165375",6.0,
5011000012105," 4,149 ",虹莘新村,1999.0,86.0," 1,032 "," 47,513 "," 54,483 ",15.0,31.138568,121.388902,http://m.sh.lianjia.com/xiaoqu/5011000012105.html,"http://m.sh.lianjia.com/map/pos?pos=121.388902,31.138568",16.0,
5011000012113," 5,879 ",梅陇二村,1995.0,183.0," 2,386 "," 46,223 "," 63,734 ",34.0,31.13900687,121.4176603,http://m.sh.lianjia.com/xiaoqu/5011000012113.html,"http://m.sh.lianjia.com/map/pos?pos=121.4176603,31.13900687",16.0,
5011000012120," 2,515 ",延北小区,1995.0,39.0, 511 ," 60,502 "," 61,389 ",6.0,31.19868455,121.391177,http://m.sh.lianjia.com/xiaoqu/5011000012120.html,"http://m.sh.lianjia.com/map/pos?pos=121.391177,31.19868455",6.0,
5011000012134," 5,707 ",纺大小区,1998.0,34.0, 833 ," 69,346 "," 73,801 ",9.0,31.208038,121.422102,http://m.sh.lianjia.com/xiaoqu/5011000012134.html,"http://m.sh.lianjia.com/map/pos?pos=121.422102,31.208038",5.0,
5011000012160," 3,773 ",长虹公寓,1994.0,27.0, 525 ," 58,624 "," 61,210 ",7.0,31.212162,121.392886,http://m.sh.lianjia.com/xiaoqu/5011000012160.html,"http://m.sh.lianjia.com/map/pos?pos=121.392886,31.212162",5.0,
5011000012175," 4,286 ",安龙小区,1998.0,20.0, 402 ," 57,740 "," 68,048 ",5.0,31.217638,121.393211,http://m.sh.lianjia.com/xiaoqu/5011000012175.html,"http://m.sh.lianjia.com/map/pos?pos=121.393211,31.217638",6.0,
5011000012184," 6,516 ",沪亭小区,1997.0,23.0, 213 ," 30,770 "," 39,825 ",1.0,31.134767,121.333731,http://m.sh.lianjia.com/xiaoqu/5011000012184.html,"http://m.sh.lianjia.com/map/pos?pos=121.333731,31.134767",2.0,
5011000012198," 4,120 ",碧夏小区,1995.0,30.0, 360 ," 67,542 "," 66,220 ",4.0,31.21943385,121.3773687,http://m.sh.lianjia.com/xiaoqu/5011000012198.html,"http://m.sh.lianjia.com/map/pos?pos=121.3773687,31.21943385",2.0,
5011000012202," 5,201 ",长兴坊,1993.0,83.0," 1,205 "," 66,663 "," 72,321 ",16.0,31.161895,121.42274,http://m.sh.lianjia.com/xiaoqu/5011000012202.html,"http://m.sh.lianjia.com/map/pos?pos=121.42274,31.161895",8.0,
5011000012235," 3,678 ",万源城E1,2007.0,21.0, 947 ," 62,509 "," 73,598 ",10.0,31.154819,121.403641,http://m.sh.lianjia.com/xiaoqu/5011000012235.html,"http://m.sh.lianjia.com/map/pos?pos=121.403641,31.154819",27.0,
5011000012237," 4,736 ",天山华庭,2009.0,15.0," 1,019 "," 89,532 "," 95,388 ",5.0,31.222464,121.393279,http://m.sh.lianjia.com/xiaoqu/5011000012237.html,"http://m.sh.lianjia.com/map/pos?pos=121.393279,31.222464",34.0,
5011000012246," 1,325 ",九歌上郡,2006.0,45.0," 1,119 "," 72,719 "," 76,260 ",18.0,31.171133,121.388023,http://m.sh.lianjia.com/xiaoqu/5011000012246.html,"http://m.sh.lianjia.com/map/pos?pos=121.388023,31.171133",39.0,
5011000012262," 4,406 ",湘府花园,2004.0,14.0, 432 ," 60,748 "," 73,927 ",6.0,31.191434,121.416072,http://m.sh.lianjia.com/xiaoqu/5011000012262.html,"http://m.sh.lianjia.com/map/pos?pos=121.416072,31.191434",6.0,
5011000012270," 2,128 ",锦程小区,1992.0,23.0, 452 ," 59,339 "," 57,382 ",7.0,31.199447,121.376187,http://m.sh.lianjia.com/xiaoqu/5011000012270.html,"http://m.sh.lianjia.com/map/pos?pos=121.376187,31.199447",4.0,
5011000012314," 6,749 ",紫金花园,2008.0,42.0," 1,023 "," 42,914 "," 38,056 ",18.0,31.13097006,121.3340687,http://m.sh.lianjia.com/xiaoqu/5011000012314.html,"http://m.sh.lianjia.com/map/pos?pos=121.3340687,31.13097006",3.0,
5011000012326," 6,321 ",九亭苑,1999.0,47.0, 515 ," 42,239 "," 46,289 ",6.0,31.13627,121.334893,http://m.sh.lianjia.com/xiaoqu/5011000012326.html,"http://m.sh.lianjia.com/map/pos?pos=121.334893,31.13627",3.0,
5011000012344," 1,208 ",虹桥衡园,1996.0,6.0, 60 ," 36,577 "," 62,221 ",3.0,31.19014197,121.3759614,http://m.sh.lianjia.com/xiaoqu/5011000012344.html,"http://m.sh.lianjia.com/map/pos?pos=121.3759614,31.19014197",2.0,
5011000012355," 2,182 ",茂盛城市花园,2003.0,101.0," 1,423 "," 65,353 "," 63,454 ",15.0,31.158326,121.369755,http://m.sh.lianjia.com/xiaoqu/5011000012355.html,"http://m.sh.lianjia.com/map/pos?pos=121.369755,31.158326",29.0,
5011000012365," 3,328 ",佳宝三村,1995.0,40.0, 480 ," 53,158 "," 54,825 ",5.0,31.16167534,121.3516116,http://m.sh.lianjia.com/xiaoqu/5011000012365.html,"http://m.sh.lianjia.com/map/pos?pos=121.3516116,31.16167534",3.0,
5011000012367," 4,440 ",古美一村,1995.0,81.0," 1,032 "," 55,184 "," 58,087 ",6.0,31.148897,121.408143,http://m.sh.lianjia.com/xiaoqu/5011000012367.html,"http://m.sh.lianjia.com/map/pos?pos=121.408143,31.148897",8.0,
5011000012373," 3,296 ",钻石公寓,1992.0,10.0, 146 ," 50,418 "," 61,909 ",1.0,31.201649,121.398954,http://m.sh.lianjia.com/xiaoqu/5011000012373.html,"http://m.sh.lianjia.com/map/pos?pos=121.398954,31.201649",4.0,
5011000012377," 3,155 ",绿园五村,1998.0,71.0, 948 ," 45,624 "," 59,543 ",7.0,31.208599,121.370044,http://m.sh.lianjia.com/xiaoqu/5011000012377.html,"http://m.sh.lianjia.com/map/pos?pos=121.370044,31.208599",8.0,
5011000012380," 4,578 ",古美三村,1996.0,58.0, 696 ," 53,205 "," 57,089 ",4.0,31.147593,121.408774,http://m.sh.lianjia.com/xiaoqu/5011000012380.html,"http://m.sh.lianjia.com/map/pos?pos=121.408774,31.147593",11.0,
5011000012391," 4,076 ",金菊小区,1997.0,89.0," 1,512 "," 71,347 "," 65,315 ",15.0,31.218652,121.373039,http://m.sh.lianjia.com/xiaoqu/5011000012391.html,"http://m.sh.lianjia.com/map/pos?pos=121.373039,31.218652",13.0,
5011000012393," 3,984 ",虹景小区,1997.0,57.0, 700 ," 63,473 "," 72,325 ",5.0,31.21016064,121.3995363,http://m.sh.lianjia.com/xiaoqu/5011000012393.html,"http://m.sh.lianjia.com/map/pos?pos=121.3995363,31.21016064",4.0,
5011000012399," 3,638 ",东苑怡景园,2003.0,9.0, 691 ," 61,994 "," 61,045 ",9.0,31.157183,121.404825,http://m.sh.lianjia.com/xiaoqu/5011000012399.html,"http://m.sh.lianjia.com/map/pos?pos=121.404825,31.157183",23.0,
5011000012400," 2,703 ",虹梅小区（徐汇）,1997.0,22.0, 360 ," 47,086 "," 69,591 ",2.0,31.181029,121.402295,http://m.sh.lianjia.com/xiaoqu/5011000012400.html,"http://m.sh.lianjia.com/map/pos?pos=121.402295,31.181029",1.0,
5011000012417," 4,953 ",中园小区,1988.0,6.0, 144 ," 59,169 "," 70,929 ",2.0,31.20571725,121.4153156,http://m.sh.lianjia.com/xiaoqu/5011000012417.html,"http://m.sh.lianjia.com/map/pos?pos=121.4153156,31.20571725",1.0,
5011000012423," 3,959 ",江南星城,2005.0,237.0," 2,917 "," 62,201 "," 67,753 ",61.0,31.142667,121.393657,http://m.sh.lianjia.com/xiaoqu/5011000012423.html,"http://m.sh.lianjia.com/map/pos?pos=121.393657,31.142667",38.0,
5011000012491," 2,537 ",明泉公寓,1996.0,4.0, 347 ," 45,861 "," 55,296 ",7.0,31.160731,121.361171,http://m.sh.lianjia.com/xiaoqu/5011000012491.html,"http://m.sh.lianjia.com/map/pos?pos=121.361171,31.160731",3.0,
5011000012492," 1,255 ",华都公寓,2000.0,11.0, 270 ," 44,531 "," 59,942 ",3.0,31.189303,121.372472,http://m.sh.lianjia.com/xiaoqu/5011000012492.html,"http://m.sh.lianjia.com/map/pos?pos=121.372472,31.189303",1.0,
5011000012493," 5,060 ",绿茵苑（闵行）,2002.0,39.0, 643 ," 45,463 "," 47,243 ",10.0,31.129447,121.390024,http://m.sh.lianjia.com/xiaoqu/5011000012493.html,"http://m.sh.lianjia.com/map/pos?pos=121.390024,31.129447",11.0,
5011000012516," 5,974 ",新联大楼,1992.0,1.0, 151 ," 42,593 "," 65,934 ",7.0,31.21841344,121.4180491,http://m.sh.lianjia.com/xiaoqu/5011000012516.html,"http://m.sh.lianjia.com/map/pos?pos=121.4180491,31.21841344",1.0,
5011000012552," 1,567 ",光大花园,2005.0,16.0, 323 ," 41,093 "," 57,839 ",9.0,31.190928,121.386216,http://m.sh.lianjia.com/xiaoqu/5011000012552.html,"http://m.sh.lianjia.com/map/pos?pos=121.386216,31.190928",7.0,
5011000012572," 5,006 ",桂林新苑,2004.0,4.0, 288 ," 69,982 "," 76,335 ",1.0,31.18770518,121.4225487,http://m.sh.lianjia.com/xiaoqu/5011000012572.html,"http://m.sh.lianjia.com/map/pos?pos=121.4225487,31.18770518",2.0,
5011000012600," 3,672 ",东兰小区,1989.0,53.0, 898 ," 55,155 "," 60,200 ",11.0,31.163411,121.408389,http://m.sh.lianjia.com/xiaoqu/5011000012600.html,"http://m.sh.lianjia.com/map/pos?pos=121.408389,31.163411",4.0,
5011000012601," 4,583 ",茅台东苑,1992.0,7.0, 119 ," 55,952 "," 75,891 ",2.0,31.21626194,121.4011159,http://m.sh.lianjia.com/xiaoqu/5011000012601.html,"http://m.sh.lianjia.com/map/pos?pos=121.4011159,31.21626194",,
5011000012612, 394 ,中祥龙柏苑,2003.0,9.0, 253 ," 54,007 "," 69,041 ",1.0,31.179675,121.374516,http://m.sh.lianjia.com/xiaoqu/5011000012612.html,"http://m.sh.lianjia.com/map/pos?pos=121.374516,31.179675",4.0,
5011000012615," 2,528 ",虹桥首席,2008.0,2.0, 112 ," 48,987 "," 59,739 ",5.0,31.18533912,121.3999171,http://m.sh.lianjia.com/xiaoqu/5011000012615.html,"http://m.sh.lianjia.com/map/pos?pos=121.3999171,31.18533912",2.0,
5011000012631," 3,588 ",东苑半岛花园（公寓）,2003.0,99.0," 1,208 "," 69,297 "," 66,859 ",15.0,31.145221,121.390613,http://m.sh.lianjia.com/xiaoqu/5011000012631.html,"http://m.sh.lianjia.com/map/pos?pos=121.390613,31.145221",14.0,
5011000012639," 2,387 ",红春一公寓,1994.0,35.0, 420 ," 34,080 "," 70,252 ",7.0,31.19605,121.392306,http://m.sh.lianjia.com/xiaoqu/5011000012639.html,"http://m.sh.lianjia.com/map/pos?pos=121.392306,31.19605",5.0,
5011000012671," 6,399 ",鑫山汇众苑,2008.0,134.0, 134 ," 21,949 "," 61,487 ",5.0,31.12857,121.341186,http://m.sh.lianjia.com/xiaoqu/5011000012671.html,"http://m.sh.lianjia.com/map/pos?pos=121.341186,31.12857",2.0,
5011000012674," 3,672 ",虹康新苑,2000.0,32.0, 384 ," 55,847 "," 68,656 ",3.0,31.214104,121.370671,http://m.sh.lianjia.com/xiaoqu/5011000012674.html,"http://m.sh.lianjia.com/map/pos?pos=121.370671,31.214104",9.0,
